C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_23_750.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_23_750.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_23_750.jpg, 0, 0, 0, 7.731268E-05
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_23_855.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_23_855.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_23_855.jpg, 0, 0, 0, 7.880975E-05
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_23_959.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_23_959.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_23_959.jpg, 0, 0, 0, 7.724332E-05
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_068.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_068.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_068.jpg, 0, 0, 0, 7.867289E-05
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_173.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_173.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_173.jpg, 0, 0, 0, 7.782555E-05
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_285.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_285.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_285.jpg, 0, 0.3276162, 0, 0.2057753
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_391.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_391.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_391.jpg, -0.2949636, 0.6225799, 0, 0.7411157
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_499.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_499.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_499.jpg, -0.6398507, 0.967467, 0, 1.832198
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_602.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_602.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_602.jpg, -0.8401483, 1, 0, 2.875942
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_704.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_704.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_704.jpg, -0.5633255, 1, 0, 4.035155
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_807.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_807.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_807.jpg, -0.2511247, 1, 0, 5.208139
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_24_915.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_24_915.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_24_915.jpg, -0.0480555, 1, 0, 6.586536
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_024.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_024.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_024.jpg, -0.3756192, 1, 0, 7.699642
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_134.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_134.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_134.jpg, -0.3246393, 1, 0, 9.018066
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_242.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_242.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_242.jpg, 0, 1, 0, 10.12986
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_350.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_350.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_350.jpg, 0, 1, 0, 11.23074
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_451.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_451.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_451.jpg, 0, 1, 0, 12.36506
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_561.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_561.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_561.jpg, -0.0634845, 1, 0, 13.69078
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_671.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_671.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_671.jpg, -0.3542001, 1, 0, 14.62184
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_777.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_777.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_777.jpg, -0.4373809, 1, 0, 15.84918
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_877.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_877.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_877.jpg, -0.1341646, 1, 0, 16.7901
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_25_985.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_25_985.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_25_985.jpg, 0, 1, 0, 17.95525
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_26_096.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_26_096.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_26_096.jpg, 0, 1, 0, 19.18266
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_26_205.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_26_205.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_26_205.jpg, 0, 1, 0, 20.0793
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_26_308.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_26_308.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_26_308.jpg, 0, 1, 0, 21.17814
C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\center_2020_12_27_12_03_26_419.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\left_2020_12_27_12_03_26_419.jpg, C:\Users\Kiaan Upamanyu\Desktop\research101\trainingdataset3\IMG\right_2020_12_27_12_03_26_419.jpg, -0.0409005, 1, 0, 22.35395
